,zipcode,Avg Adj Gross Income,%Elderly,%Single,%Joint,%HeadofH,avgDep
16640,57034,57.62647058823529,0.29411764705882354,0.4117647058823529,0.5,0.058823529411764705,0.5588235294117647
16641,57035,68.14137931034483,0.22413793103448276,0.43103448275862066,0.5,0.06896551724137931,0.6551724137931034
16642,57036,57.16153846153846,0.28205128205128205,0.4358974358974359,0.5128205128205128,0.0,0.5641025641025641
16643,57037,45.406976744186046,0.32558139534883723,0.4418604651162791,0.4418604651162791,0.09302325581395349,0.5813953488372093
16644,57038,121.70365853658537,0.2682926829268293,0.3780487804878049,0.5121951219512195,0.04878048780487805,0.6097560975609756
16645,57039,62.56666666666667,0.24404761904761904,0.44642857142857145,0.4642857142857143,0.07738095238095238,0.6547619047619048
16646,57040,44.83888888888889,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.0,0.4444444444444444
16647,57042,64.23045186640472,0.40078585461689586,0.449901768172888,0.46954813359528486,0.06679764243614932,0.4302554027504912
16648,57043,60.2921875,0.390625,0.453125,0.5,0.046875,0.53125
16649,57045,51.084782608695654,0.41304347826086957,0.41304347826086957,0.5,0.0,0.5434782608695652
16650,57046,53.77878787878788,0.24242424242424243,0.45454545454545453,0.3939393939393939,0.12121212121212122,0.6060606060606061
16651,57047,48.654545454545456,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.0,0.45454545454545453
16652,57048,61.50555555555555,0.2777777777777778,0.42592592592592593,0.48148148148148145,0.05555555555555555,0.6666666666666666
16653,57049,211.32261580381473,0.2724795640326976,0.4550408719346049,0.44959128065395093,0.08719346049046321,0.5803814713896458
16654,57051,50.32857142857143,0.42857142857142855,0.5,0.35714285714285715,0.0,0.35714285714285715
16655,57052,53.708333333333336,0.4166666666666667,0.5,0.5833333333333334,0.0,0.5833333333333334
16656,57053,63.4195652173913,0.2826086956521739,0.40217391304347827,0.4891304347826087,0.08695652173913043,0.6956521739130435
16657,57054,52.165217391304346,0.391304347826087,0.43478260869565216,0.4782608695652174,0.08695652173913043,0.5217391304347826
16658,57055,87.01147540983607,0.3114754098360656,0.4426229508196721,0.45901639344262296,0.04918032786885246,0.47540983606557374
16659,57058,59.601075268817205,0.3225806451612903,0.44086021505376344,0.46236559139784944,0.06451612903225806,0.6021505376344086
16660,57059,56.75178571428572,0.35714285714285715,0.44642857142857145,0.44642857142857145,0.08928571428571429,0.5535714285714286
16661,57062,53.83018867924528,0.4528301886792453,0.4339622641509434,0.5094339622641509,0.09433962264150944,0.4716981132075472
16662,57063,50.47954545454545,0.3409090909090909,0.38636363636363635,0.5,0.06818181818181818,0.5
16663,57064,66.67172413793104,0.12413793103448276,0.40344827586206894,0.4689655172413793,0.11379310344827587,0.8586206896551725
16664,57065,47.526315789473685,0.3157894736842105,0.42105263157894735,0.47368421052631576,0.0,0.47368421052631576
16665,57066,53.35492957746479,0.36619718309859156,0.4507042253521127,0.4647887323943662,0.056338028169014086,0.5070422535211268
16666,57067,50.195,0.3,0.45,0.5,0.0,0.5
16667,57068,71.152,0.26666666666666666,0.38666666666666666,0.49333333333333335,0.08,0.6266666666666667
16668,57069,56.79604651162791,0.23953488372093024,0.5465116279069767,0.36046511627906974,0.07674418604651163,0.4744186046511628
16669,57070,53.38333333333333,0.35,0.4666666666666667,0.45,0.08333333333333333,0.55
16670,57071,62.06776315789474,0.25,0.45394736842105265,0.4473684210526316,0.07236842105263158,0.618421052631579
16671,57072,59.39310344827586,0.3103448275862069,0.4482758620689655,0.4482758620689655,0.10344827586206896,0.7241379310344828
16672,57073,54.31153846153846,0.4230769230769231,0.46153846153846156,0.46153846153846156,0.11538461538461539,0.5769230769230769
16673,57075,105.76140350877193,0.38596491228070173,0.3684210526315789,0.5614035087719298,0.03508771929824561,0.5087719298245614
16674,57076,68.325,0.3333333333333333,0.3333333333333333,0.5833333333333334,0.0,0.6666666666666666
16675,57077,64.91129032258064,0.1935483870967742,0.3870967741935484,0.5,0.0967741935483871,0.7258064516129032
16676,57078,63.65390374331551,0.2823529411764706,0.4909090909090909,0.3871657754010695,0.10053475935828877,0.5251336898395722
16677,57103,61.65875338753388,0.23848238482384823,0.49105691056910566,0.36585365853658536,0.12628726287262873,0.5869918699186992
16678,57104,50.12737127371274,0.2703252032520325,0.5609756097560976,0.29336043360433606,0.12669376693766937,0.40040650406504064
16679,57105,77.3058362369338,0.27090592334494773,0.5548780487804879,0.3344947735191638,0.09233449477351917,0.4520905923344948
16680,57106,59.21793643883326,0.18807139747496734,0.5050065302568568,0.3670004353504571,0.10840226382237701,0.5842403134523291
16681,57107,55.18471698113208,0.16981132075471697,0.5169811320754717,0.3433962264150943,0.12264150943396226,0.5679245283018868
16682,57108,127.83494060097834,0.25716282320055905,0.4605171208944794,0.45981830887491265,0.06359189378057302,0.6002795248078266
16683,57110,76.49338313767342,0.21558164354322304,0.4343649946638207,0.4578441835645678,0.09284951974386339,0.6723585912486659
16684,57201,62.48930269413629,0.25673534072900156,0.5,0.3898573692551506,0.09350237717908082,0.5515055467511886
16685,57212,64.62745098039215,0.30392156862745096,0.4215686274509804,0.5,0.06862745098039216,0.5588235294117647
16686,57213,52.59285714285714,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.0,0.5
16687,57216,68.74107142857143,0.4107142857142857,0.44642857142857145,0.5178571428571429,0.05357142857142857,0.42857142857142855
16688,57217,49.52,0.4,0.4,0.6,0.0,0.6
16689,57218,54.81428571428572,0.2857142857142857,0.42857142857142855,0.5,0.0,0.5
16690,57219,57.025,0.4166666666666667,0.4583333333333333,0.5,0.0,0.5
16691,57220,67.01666666666667,0.2777777777777778,0.4444444444444444,0.5,0.0,0.5277777777777778
16692,57221,55.54571428571428,0.2571428571428571,0.42857142857142855,0.4857142857142857,0.0,0.9142857142857143
16693,57223,57.33880597014925,0.2835820895522388,0.44776119402985076,0.4925373134328358,0.07462686567164178,0.6567164179104478
16694,57225,57.526506024096385,0.3614457831325301,0.46987951807228917,0.43373493975903615,0.060240963855421686,0.4457831325301205
16695,57226,53.11546391752577,0.28865979381443296,0.4536082474226804,0.4639175257731959,0.061855670103092786,0.5773195876288659
16696,57227,50.53888888888889,0.3888888888888889,0.4444444444444444,0.4444444444444444,0.0,0.5555555555555556
16697,57231,60.38815789473684,0.3815789473684211,0.4473684210526316,0.4605263157894737,0.06578947368421052,0.5657894736842105
16698,57232,45.3625,0.3125,0.375,0.4375,0.0,0.5
16699,57234,56.28909090909091,0.2727272727272727,0.43636363636363634,0.45454545454545453,0.10909090909090909,0.6181818181818182
